,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1645,45,Jenkins Mission,Jacqueline,Stewart,86,Head,Married,Female,Retired Animal nutritionist,None,Christian
1646,45,Jenkins Mission,Justin,Stewart,88,Husband,Married,Male,"Retired Chemist, analytical",None,None
1647,46,Jenkins Mission,Alexander,Walker,44,Head,Married,Male,"Administrator, arts",None,Catholic
1648,46,Jenkins Mission,Susan,Walker,42,Wife,Married,Female,"Engineer, manufacturing systems",None,Catholic
1649,47,Jenkins Mission,Wendy,Robinson,19,Head,Single,Female,University Student,None,None
1650,47,Jenkins Mission,Albert,Rees,24,Partner,Single,Male,Unemployed,None,None
1651,48,Jenkins Mission,Georgina,Carroll,41,Head,Married,Female,Administrator,None,Catholic
1652,48,Jenkins Mission,Jason,Carroll,42,Husband,Married,Male,Race relations officer,None,Catholic
1653,48,Jenkins Mission,Dorothy,Carroll,17,Daughter,NA,Female,Student,None,NA
1654,49,Jenkins Mission,Lynn,Sheppard,56,Head,Married,Female,Data processing manager,None,Methodist
1655,49,Jenkins Mission,Carl,Sheppard,53,Husband,Married,Male,Broadcast engineer,None,Methodist
1656,49,Jenkins Mission,Abdul,Sheppard,16,Son,NA,Male,Student,None,NA
1657,49,Jenkins Mission,Jenna,Sheppard,13,Daughter,NA,Female,Student,None,NA
1658,50,Jenkins Mission,Bethan,Quinn,27,Head,Married,Female,Armed forces technical officer,None,None
1659,50,Jenkins Mission,Sam,Quinn,30,Husband,Married,Male,Medical laboratory scientific officer,None,None
1660,51,Jenkins Mission,Julian,Cooper,27,Head,Single,Male,PhD Student,None,Sikh
1661,51,Jenkins Mission,Julian,Simpson,31,None,Single,Male,PhD Student,None,Christian
1662,51,Jenkins Mission,Owen,Taylor,27,None,Single,Male,PhD Student,None,None
1663,51,Jenkins Mission,Daniel,Cooper,18,None,Single,Male,University Student,None,None
1664,51,Jenkins Mission,Hugh,Thompson,19,None,Single,Male,University Student,None,Christian
1665,52,Jenkins Mission,Gillian,Dodd,31,Head,Single,Female,Unemployed,None,None
1666,52,Jenkins Mission,Alexander,Dodd,13,Son,NA,Male,Student,None,NA
1667,52,Jenkins Mission,Charles,Dodd,9,Son,NA,Male,Student,None,NA
1668,52,Jenkins Mission,Alan,Dodd,5,Son,NA,Male,Student,None,NA
1669,53,Jenkins Mission,Kerry,Williams,73,Head,Widowed,Female,Retired Regulatory affairs officer,None,Christian
1670,53,Jenkins Mission,Abigail,Williams,36,Daughter,Single,Female,Retail manager,None,Christian
1671,53,Jenkins Mission,Kim,Williams,36,Daughter,Single,Female,General practice doctor,None,Christian
1672,53,Jenkins Mission,Callum,Williams,35,Son,Single,Male,Land,None,Christian
1673,53,Jenkins Mission,Alison,Williams,33,Daughter,Single,Female,Careers adviser,None,Christian
1674,54,Jenkins Mission,Catherine,Phillips-Griffiths,61,Head,Divorced,Female,Best boy,None,None
1675,54,Jenkins Mission,Gordon,Phillips-Griffiths,43,Son,Single,Male,Technical brewer,None,None
1676,55,Jenkins Mission,Sian,Russell,46,Head,Married,Female,Teaching laboratory technician,None,Catholic
1677,55,Jenkins Mission,Ricky,Russell,48,Husband,Married,Male,Broadcast presenter,None,None
1678,55,Jenkins Mission,Valerie,Russell,20,Daughter,Single,Female,University Student,None,Catholic
1679,55,Jenkins Mission,Rosie,Russell,17,Daughter,NA,Female,Student,None,NA
1680,55,Jenkins Mission,Carl,Russell,13,Son,NA,Male,Student,None,NA
1681,56,Jenkins Mission,Sally,Preston,45,Head,Married,Female,Amenity horticulturist,None,Catholic
1682,56,Jenkins Mission,Victor,Preston,47,Husband,Married,Male,Land/geomatics surveyor,None,Catholic
1683,56,Jenkins Mission,Shirley,Preston,22,Daughter,Single,Female,Clinical research associate,None,Catholic
1684,56,Jenkins Mission,Guy,Preston,19,Son,Single,Male,University Student,None,Catholic
1685,56,Jenkins Mission,Stewart,Preston,15,Son,NA,Male,Student,None,NA
1686,56,Jenkins Mission,Alexandra,Preston,11,Daughter,NA,Female,Student,None,NA
1687,57,Jenkins Mission,Michelle,Chapman,27,Head,Single,Female,Building services engineer,None,Christian
1688,58,Jenkins Mission,Amanda,Cooper,40,Head,Single,Female,Unemployed,None,Christian
1689,58,Jenkins Mission,Barry,Fraser,41,Partner,Single,Male,"Producer, radio",None,Christian
1690,59,Jenkins Mission,Megan,Harper,47,Head,Divorced,Female,Unemployed,None,None
1691,59,Jenkins Mission,Shirley,Harper,5,Daughter,NA,Female,Student,None,NA
1692,59,Jenkins Mission,Derek,Harper,4,Son,NA,Male,Child,None,NA
1693,59,Jenkins Mission,Jayne,Harper,4,Daughter,NA,Female,Child,None,NA
1694,59,Jenkins Mission,Dorothy,Harper,2,Daughter,NA,Female,Child,None,NA
1695,1,Sharknip Drive,Lynne,Clarke,30,Head,Single,Female,"Biochemist, clinical",None,None
1696,1,Sharknip Drive,Christopher,Bray,53,None,Single,Male,Commercial horticulturist,None,Christian
1697,1,Sharknip Drive,Joe,Harris,58,None,Single,Male,Animal nutritionist,None,Christian
1698,1,Sharknip Drive,Michelle,Ellis,46,None,Single,Female,Water engineer,None,Catholic
1699,2,Sharknip Drive,Ruth,Hancock,42,Head,Single,Female,Energy manager,None,Catholic
1700,2,Sharknip Drive,Timothy,Parkinson,46,None,Single,Male,"Horticulturist, commercial",None,None
1701,3,Sharknip Drive,Josephine,Coleman,19,Head,Single,Female,University Student,None,None
1702,3,Sharknip Drive,Colin,Moore,21,None,Single,Male,University Student,None,Christian
1703,3,Sharknip Drive,Jane,Daniels,21,None,Single,Female,University Student,None,Christian
1704,3,Sharknip Drive,Joanne,Jordan,20,None,Single,Female,University Student,None,None
1705,4,Sharknip Drive,Josephine,Taylor,68,Head,Widowed,Female,Unemployed,None,Methodist
1706,4,Sharknip Drive,Natasha,Taylor,29,Daughter,Single,Female,"Librarian, academic",None,Methodist
1707,4,Sharknip Drive,Rosie,Taylor,25,Daughter,Single,Female,Theme park manager,None,None
1708,4,Sharknip Drive,Vanessa,Taylor,25,Daughter,Single,Female,"Presenter, broadcasting",None,None
1709,5,Sharknip Drive,Kayleigh,Ball,38,Head,Single,Female,"Teacher, music",None,None
1710,5,Sharknip Drive,Owen,Oliver,39,Partner,Single,Male,Youth worker,None,None
1711,5,Sharknip Drive,George,Ball,12,Son,NA,Male,Student,None,NA
1712,5,Sharknip Drive,Gregory,Ball,8,Son,NA,Male,Student,None,NA
1713,6,Sharknip Drive,Brenda,Reid,39,Head,Single,Female,"Engineer, production",None,None
1714,6,Sharknip Drive,Mohammad,Collins,44,Partner,Single,Male,Herbalist,None,None
1715,6,Sharknip Drive,Jamie,Reid,7,Son,NA,Male,Student,None,NA
1716,6,Sharknip Drive,Edward,Reid,7,Son,NA,Male,Student,None,NA
1717,6,Sharknip Drive,Adam,Reid,7,Son,NA,Male,Student,None,NA
1718,7,Sharknip Drive,Georgia,Holmes,45,Head,Single,Female,"Engineer, maintenance",None,Methodist
1719,8,Sharknip Drive,Yvonne,Johnson,36,Head,Married,Female,Personnel officer,None,Christian
1720,8,Sharknip Drive,Francis,Johnson,35,Husband,Married,Male,Consulting civil engineer,None,Christian
1721,8,Sharknip Drive,Brandon,Johnson,10,Son,NA,Male,Student,None,NA
1722,8,Sharknip Drive,Jessica,Johnson,8,Daughter,NA,Female,Student,None,NA
1723,8,Sharknip Drive,Frederick,Johnson,3,Son,NA,Male,Child,None,NA
1724,8,Sharknip Drive,Stephanie,Johnson,2,Daughter,NA,Female,Child,None,NA
1725,9,Sharknip Drive,Paula,Kelly,38,Head,Married,Female,Professor Emeritus,None,Christian
1726,9,Sharknip Drive,Elliott,Kelly,41,Husband,Married,Male,"Designer, television/film set",None,Christian
1727,9,Sharknip Drive,Mohammed,Kelly,12,Son,NA,Male,Student,None,NA
1728,9,Sharknip Drive,Jean,Kelly,11,Daughter,NA,Female,Student,None,NA
1729,9,Sharknip Drive,Robin,Kelly,8,Son,NA,Male,Student,None,NA
1730,9,Sharknip Drive,Justin,Kelly,7,Son,NA,Male,Student,None,NA
1731,1,Scepter Lane,Tina,Clark,41,Head,Single,female,Lobbyist,None,None
1732,1,Scepter Lane,John,Clark,10,Son,NA,Male,Student,None,NA
1733,2,Scepter Lane,Rhys,Davies,64,Head,Married,Male,"Horticulturist, commercial",None,Christian
1734,2,Scepter Lane,Barbara,Davies,62,Wife,Married,Female,Financial controller,None,Christian
1735,3,Scepter Lane,Martyn,Ward,21,Head,Single,Male,University Student,None,Christian
1736,3,Scepter Lane,Hayley,Jenkins,33,None,Single,Female,"Runner, broadcasting/film/video",None,None
1737,3,Scepter Lane,Howard,Richardson,62,None,Single,Male,Insurance claims handler,None,Christian
1738,3,Scepter Lane,Shannon,Buckley,25,None,Single,Female,"Designer, furniture",None,Catholic
1739,3,Scepter Lane,Albert,Jackson,63,None,Single,Male,Youth worker,None,None
1740,4,Scepter Lane,Beverley,Moore,66,Head,Married,Female,Electronics engineer,None,Methodist
1741,4,Scepter Lane,Jeffrey,Moore,70,Husband,Married,Male,Retired Theatre manager,None,Methodist
1742,4,Scepter Lane,Louise,Moore,38,Daughter,Widowed,Female,Geophysical data processor,None,None
1743,5,Scepter Lane,Marie,Perkins,54,Head,Married,Female,Network engineer,None,Methodist
1744,5,Scepter Lane,Harry,Perkins,59,Husband,Married,Male,Insurance risk surveyor,None,None
1745,5,Scepter Lane,Christopher,Perkins,18,Son,Single,Male,Student,None,None
1746,5,Scepter Lane,Gavin,Perkins,16,Son,NA,Male,Student,None,NA
1747,6,Scepter Lane,Kerry,Campbell,38,Head,Married,Female,Scientific laboratory technician,None,Christian
1748,6,Scepter Lane,Stewart,Campbell,40,Husband,Married,Male,Geographical information systems officer,None,Christian
1749,7,Scepter Lane,Mandy,Hudson,33,Head,Married,Female,"Runner, broadcasting/film/video",None,None
1750,7,Scepter Lane,Denis,Hudson,36,Husband,Married,Male,Contracting civil engineer,None,None
1751,7,Scepter Lane,Danny,Hudson,7,Son,NA,Male,Student,None,NA
1752,8,Scepter Lane,Raymond,Perkins,44,Head,Married,Male,Media planner,None,Catholic
1753,8,Scepter Lane,Lauren,Perkins,41,Wife,Married,Female,Unemployed,None,Catholic
1754,9,Scepter Lane,Kim,Evans,31,Head,Married,Female,Trade union research officer,None,Sikh
1755,9,Scepter Lane,Eric,Evans,30,Husband,Married,Male,"Producer, radio",None,None
1756,9,Scepter Lane,Mohammed,Evans,0,Son,NA,Male,Child,None,NA
1757,9,Scepter Lane,Clive,Evans,0,Son,NA,Male,Child,None,NA
1758,9,Scepter Lane,Stuart,Richards,18,Lodger,Single,Male,Student,None,NA
1759,10,Scepter Lane,Sheila,Bolton,29,Head,Single,Female,Financial adviser,None,Christian
1760,10,Scepter Lane,Nigel,Bolton,7,Son,NA,Male,Student,None,NA
1761,10,Scepter Lane,Gemma,Bolton,3,Daughter,NA,Female,Child,None,NA
1762,11,Scepter Lane,Craig,Sullivan,20,Head,Single,Male,University Student,None,None
1763,11,Scepter Lane,Henry,Edwards,22,None,Single,Male,University Student,None,Christian
1764,11,Scepter Lane,Lynne,McLean,20,None,Single,Female,University Student,None,Christian
1765,11,Scepter Lane,Jacqueline,O'Connor,20,None,Single,Female,University Student,None,None
1766,1,Victoria Spur,Brandon,Fuller,37,Head,Married,Male,Public relations account executive,None,Catholic
1767,1,Victoria Spur,Leah,Fuller,29,Wife,Married,Female,"Designer, fashion/clothing",None,None
1768,1,Victoria Spur,Samantha,Fuller,4,Daughter,NA,Female,Child,None,NA
1769,2,Victoria Spur,Matthew,Lewis,55,Head,Single,M,Planning and development surveyor,None,Christian
1770,3,Victoria Spur,Anne,Spencer,35,Head,Married,Female,Public relations account executive,None,Catholic
1771,3,Victoria Spur,Ashley,Marshall,37,Husband,Married,male,"Administrator, charities/voluntary organisations",None,Catholic
1772,4,Victoria Spur,Stanley,Cooke,70,Head,Widowed,Male,Retired Recruitment consultant,None,Christian
1773,5,Victoria Spur,Chloe,Johnson,40,Head,Single,Female,IT consultant,None,Catholic
1774,6,Victoria Spur,Robert,Carter,39,Head,Married,Male,"Loss adjuster, chartered",None,None
1775,6,Victoria Spur,Katie,Carter,37,Wife,Married,Female,Podiatrist,None,None
1776,7,Victoria Spur,Anna,Steele,52,Head,Single,Female,Museum/gallery exhibitions officer,None,Christian
1777,8,Victoria Spur,Carolyn,Edwards,60,Head,Single,Female,Building services engineer,None,Catholic
1778,9,Victoria Spur,Gail,Powell,59,Head,Divorced,Female,"Surveyor, mining",None,Catholic
1779,10,Victoria Spur,Toby,Ward,74,Head,Married,Male,Unemployed,None,Christian
1780,10,Victoria Spur,Clare,Ward,73,Wife,Married,Female,"Retired Geologist, engineering",None,Christian
1781,11,Victoria Spur,Ian,Chapman,48,Head,Single,Male,"Administrator, sports", ,Sikh
1782,12,Victoria Spur,Brian,Hopkins,27,Head,Married,Male,"Investment banker, operational",None,None
1783,12,Victoria Spur,Shirley,Hopkins,25,Wife,Married,Female,"Engineer, building services",None,None
1784,13,Victoria Spur,Angela,Davison,41,Head,Divorced,Female,Unemployed,None,Methodist
1785,13,Victoria Spur,Neil,Davison,6,Son,NA,Male,Student,None,NA
1786,13,Victoria Spur,Lauren,Davison,2,Daughter,NA,Female,Child,None,NA
1787,14,Victoria Spur,Geraldine,Hardy,76,Head,Widowed,Female,Retired Film/video editor,None,Christian
1788,15,Victoria Spur,Susan,Page,55,Head,Single,Female,Health and safety inspector,None,None
1789,16,Victoria Spur,Rhys,Gray,38,Head,Divorced,Male,Ranger/warden,None,None
1790,17,Victoria Spur,Charlotte,Lowe,24,Head,Single,Female,Environmental education officer,None,None
1791,18,Victoria Spur,Caroline,Rees,42,Head,Divorced,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Catholic
1792,18,Victoria Spur,Ashley,Rees,5,Son,NA,Male,Student,None,NA
1793,19,Victoria Spur,Frances,Kaur,57,Head,Married,Female,Physiotherapist,None,None
1794,19,Victoria Spur,Sean,Kaur,59,Husband,Married,M,Animal technologist,None,None
1795,20,Victoria Spur,Dawn,Henderson,24,Head,Single,Female,Unemployed,None,Methodist
1796,21,Victoria Spur,Lisa,Stewart,75,Head,Widowed,Female,Retired Tour manager,None,None
1797,22,Victoria Spur,Nicole,Walker,30,Head,Divorced,Female,Advertising art director,None,None
1798,22,Victoria Spur,Rebecca,Walker,13,Daughter,NA,Female,Student,None,NA
1799,23,Victoria Spur,Nicola,Anderson,80,Head,Divorced,Female,Retired Telecommunications researcher,None,Christian
1800,24,Victoria Spur,Valerie,Davies,86,Head,Married,Female,Retired Higher education lecturer, ,None
1801,24,Victoria Spur,Edward,Davies,86,Husband,Married,Male,Retired Office manager,None,None
1802,25,Victoria Spur,Eileen,Wilson,35,Head,Divorced,Female,Housing manager/officer,None,Catholic
1803,25,Victoria Spur,Pamela,Wilson,9,Daughter,NA,Female,Student,None,NA
1804,25,Victoria Spur,Daniel,Wilson,3,Son,NA,Male,Child,None,NA
1805,26,Victoria Spur,Anne,Campbell,55,Head,Married,Female,Medical laboratory scientific officer,None,Christian
1806,26,Victoria Spur,Derek,Campbell,55,Husband,Married,Male,Manufacturing engineer,None,Christian
1807,26,Victoria Spur,Jake,Gardner-Campbell,15,Son,NA,Male,Student,None,NA
1808,27,Victoria Spur,Rosie,Henderson,83,Head,Widowed,Female,Retired Primary school teacher,None,None
1809,28,Victoria Spur,Denis,Frost,28,Head,Married,Male,Private music teacher,None,Christian
1810,28,Victoria Spur,Karen,Barber,26,Wife,Married,Female,"Development worker, international aid",None,Christian
1811,29,Victoria Spur,Heather,Curtis,46,Head,Divorced,Female,"Psychotherapist, child",None,Christian
1812,29,Victoria Spur,Amy,Curtis,13,Daughter,NA,Female,Student,None,NA
1813,30,Victoria Spur,Carl,Stone,25,Head,Single,Male,Social researcher,None,Christian
1814,31,Victoria Spur,Declan,Edwards,88,Head,Widowed,m,"Retired Engineer, civil (consulting)",None,Christian
1815,32,Victoria Spur,Guy,Sullivan,62,Head,Single,Male,Best boy,None,None
1816,33,Victoria Spur,Janice,Hughes,56,Head,Single,Female,Animator,None,None
1817,34,Victoria Spur,Joanna,Schofield,21,Head,Single,Female,University Student,None,None
1818,35,Victoria Spur,Rita,Hudson,58,Head,Married,Female,Research scientist (maths),None,None
1819,35,Victoria Spur,Geoffrey,Hudson,63,Husband,Married,Male,"Engineer, building services",None,None
1820,35,Victoria Spur,Brian,Hudson,31,Son,Divorced,Male,Clinical research associate,None,Christian
1821,36,Victoria Spur,Kerry,Allen,84,Head,Married,Female,Retired Planning and development surveyor,None,Christian
1822,36,Victoria Spur,Hugh,Allen,86,Husband,Married,Male,Unemployed,None,None
1823,37,Victoria Spur,Kerry,Brown,69,Head,Married,Female,Retired Biomedical engineer,None,Catholic
1824,37,Victoria Spur,Ian,Brown,72,Husband,Married,Male,Retired Advertising account executive,None,Catholic
1825,38,Victoria Spur,Barbara,Harris,39,Head,Single,Female,Unemployed,None,None
1826,38,Victoria Spur,Amy,Harris,5,Daughter,NA,Female,Student,None,NA
1827,39,Victoria Spur,Rita,Harper,27,Head,Married,Female,Unemployed,None,Muslim
1828,39,Victoria Spur,Hugh,Harper,30,Husband,Married,Male,"Psychologist, counselling",None,Muslim
1829,39,Victoria Spur,Rebecca,Harper,7,Daughter,NA,Female,Student,None,NA
1830,40,Victoria Spur,Adrian,Hudson,67,Head,Widowed,Male,"Editor, magazine features",None,Methodist
1831,1,Scott Drive,Melissa,Saunders,20,Head,Single,female,University Student,None,None
1832,1,Scott Drive,Hannah,Richards,43,Lodger,Divorced,Female,Civil Service fast streamer,None,None
1833,1,Scott Drive,Sarah,Hodgson,56,Lodger,Divorced,female,Speech and language therapist,None,Christian
1834,1,Scott Drive,Mandy,Webb,28,Lodger,Single,Female,"Radiographer, therapeutic",None,None
1835,2,Scott Drive,Suzanne,Bird,68,Head,Widowed,female,Unemployed,None,None
1836,2,Scott Drive,Rita,Bird,34,Daughter,Divorced,Female,"Radiographer, therapeutic",None,None
1837,2,Scott Drive,Amelia,Bird,34,Daughter,Divorced,Female,Tourist information centre manager,None,None
1838,2,Scott Drive,Joyce,Bird,30,Daughter,Single,Female,Health promotion specialist,None,None
1839,2,Scott Drive,Edward,Bird,28,Son,Single,Male,Production manager,None,None
1840,2,Scott Drive,Annette,Bird,24,Daughter,Single,Female,PhD Student,None,None
1841,3,Scott Drive,Gillian,Metcalfe,40,Head,Married,Female,Gaffer,None,Christian
1842,3,Scott Drive,Cameron,Metcalfe,49,Husband,Married,Male,Fast food restaurant manager,None,None
1843,3,Scott Drive,Abbie,Metcalfe,13,Daughter,NA,Female,Student,None,NA
1844,3,Scott Drive,Anne,Metcalfe,13,Daughter,NA,Female,Student,None,NA
1845,4,Scott Drive,Sylvia,Taylor,42,Head,Married,Female,"Chemist, analytical",None,None
1846,4,Scott Drive,Glenn,Taylor,42,Husband,Married,Male,"Runner, broadcasting/film/video",None,None
1847,4,Scott Drive,Kirsty,Taylor,24,Daughter,Divorced,Female,"Engineer, site",None,None
1848,4,Scott Drive,Frank,Taylor,24,Son,Single,Male,Unemployed,None,None
1849,5,Scott Drive,Judith,Carter,54,Head,Single,Female,Technical sales engineer,None,Christian
1850,5,Scott Drive,Sheila,Carter,13,Daughter,NA,Female,Student,None,NA
1851,5,Scott Drive,Marilyn,Carter,7,Daughter,NA,Female,Student,None,NA
1852,5,Scott Drive,Garry,Carter,4,Son,NA,Male,Child,None,NA
1853,5,Scott Drive,Owen,Carter,1,Son,NA,Male,Child,None,NA
1854,5,Scott Drive,Amelia,Waters,39,Cousin,Single,Female,Applications developer,None,Christian
1855,6,Scott Drive,Cheryl,Barton,48,Head,Divorced,Female,Unemployed,None,None
1856,6,Scott Drive,Frank,Barton,6,Son,NA,Male,Student,None,NA
1857,6,Scott Drive,Geraldine,Barton,4,Daughter,NA,Female,Child,None,NA
